Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/health,29,0,3,10286.604225517327,2.2294579994195374,60567.05662500008,38.0,0.24247328861691334,0.0,3,3,8,32,60000,60000,61000,61000,61000,61000,61000
POST,/v1/explain,1,0,61561.48612499965,61561.48612499965,61561.48612499965,61561.48612499965,1232.0,0.008361147883341838,0.0,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000
POST,/v1/predict_discount,10,0,12,5984.683245700307,8.87995800076169,59675.54100000052,161.8,0.08361147883341839,0.0,28,29,32,33,60000,60000,60000,60000,60000,60000,60000
,Aggregated,40,0,3,10492.996028050125,2.2294579994195374,61561.48612499965,98.8,0.33444591533367357,0.0,3,11,32,33,60000,61000,62000,62000,62000,62000,62000
