Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/health,6793,2,3,4.216204683055811,1.014041999951587,214.71141599977273,37.98881201236567,22.684176999761508,0.006678691888638747,3,3,4,4,6,9,15,22,150,210,210
POST,/v1/answer_question,1947,33,8,10.64329147869915,1.4439169999604928,224.9132910001208,5210.395480225989,6.501706553589821,0.11019841616253934,8,10,12,13,17,22,33,73,220,220,220
POST,/v1/explain,627,0,17,19.757041786282283,9.751832999427279,181.4965840003424,1236.250398724083,2.093769907088247,0.0,17,18,19,21,25,31,58,96,180,180,180
POST,/v1/predict_discount,3637,1,13,15.436330384102858,1.5689589999965392,211.25000000029104,163.85675006873797,12.145201199489563,0.0033393459443193736,13,15,16,17,22,28,48,79,180,210,210
,Aggregated,13004,36,5,9.065884783759401,1.014041999951587,224.9132910001208,905.3963395878192,43.42485465992914,0.12021645399549746,5,10,12,14,17,22,30,49,170,220,220
