Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/health,350,1,3,4.025204282859899,1.5842499999507709,103.17337499998303,37.89142857142857,1.953449212792741,0.005581283465122116,3,3,3,4,5,8,20,31,100,100,100
POST,/v1/answer_question,62,41,120000.0,79382.13286027419,4.602207999937491,120158.83570799997,1632.5806451612902,0.34603957483757125,0.2288326220700068,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000
POST,/v1/explain,32,0,20,26.740548156240607,13.654832999918654,143.30179099999896,1237.0625,0.17860107088390773,0.0,20,26,30,31,37,42,140,140,140,140,140
POST,/v1/predict_discount,185,0,11,15.104759043245124,6.453291999946487,71.0308330000089,163.94054054054055,1.0325374410475916,0.0,11,12,13,14,29,33,61,63,71,71,71
,Aggregated,629,42,5,7832.672713513514,1.5842499999507709,120158.83570799997,293.1589825119237,3.5106272995618113,0.2344139055351289,5,10,12,14,32,120000,120000,120000,120000,120000,120000
