Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/health,354,0,3,4.1083464032551404,1.4745829976163805,67.80225000693463,38.0,1.9932062624455695,0.0,3,3,4,4,6,8,15,24,68,68,68
POST,/v1/answer_question,39,0,9,14.253888896723183,4.927542002405971,148.76829100830946,4384.871794871795,0.2195905204389187,0.0,9,9,10,10,24,50,150,150,150,150,150
POST,/v1/explain,18,0,17,21.46046066708449,14.744750005775131,41.49941599462181,1235.7777777777778,0.10134947097180863,0.0,17,21,25,31,40,41,41,41,41,41,41
POST,/v1/predict_discount,139,0,13,21.732233186451744,8.009415993001312,149.53341698856093,163.15827338129498,0.7826431369489666,0.0,13,14,17,24,43,63,150,150,150,150,150
,Aggregated,550,0,4,9.849681815725159,1.4745829976163805,149.53341698856093,417.06363636363636,3.0967893908052635,0.0,4,9,12,13,17,29,54,120,150,150,150
