Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/health,16027,5,390.0,615.9621139016604,1.584000000548258,2284.2303339994032,37.98814500530355,53.43621005092509,0.01667068386189714,390,760,990,1100,1400,1500,1700,1800,2100,2300,2300
POST,/v1/answer_question,6814,1246,1000.0,1173.9854962982101,6.2241249997896375,2703.094124999552,4849.383621954799,22.71880796699342,4.154334418384767,1000,1400,1600,1700,2000,2200,2300,2400,2600,2700,2700
POST,/v1/explain,4146,17,960.0,979.1728104080963,3.9996250006879563,2454.8498330004804,1231.3031837916064,13.823331058285108,0.05668032513045027,960,1200,1400,1500,1700,1900,2000,2100,2400,2500,2500
POST,/v1/predict_discount,12198,18,930.0,1090.436138681095,3.048333000151615,2632.838958999855,168.9987702902115,40.66980034948426,0.0600144619028297,930,1300,1500,1600,1900,2100,2200,2300,2600,2600,2600
,Aggregated,39185,1286,810.0,899.1285558979725,1.584000000548258,2703.094124999552,1041.6987622814852,130.64814942568788,4.287699889279944,810,1100,1300,1400,1700,1900,2100,2200,2600,2700,2700
